crop_type,temperature,humidity,sunlight_hours,water_ph,air_quality_index,wind_speed,suitability_percentage,suitability_class
rosemary,32.21,52,5.9,6.81,42,1.54,64.63,1
rosemary,39.39,59,6.2,5.92,61,1.68,48.89,1
rosemary,31.03,56,7.8,6.65,48,1.43,69.63,1
rosemary,25.75,56,7.0,6.63,42,1.5,87.8,2
rosemary,25.23,58,8.4,6.65,19,1.14,78.23,2
rosemary,22.53,46,7.8,6.23,7,1.14,76.96,2
rosemary,38.79,43,6.9,6.05,47,1.18,56.24,1
rosemary,24.83,59,6.1,6.41,40,1.93,79.35,2
rosemary,28.93,56,6.9,6.6,56,1.49,79.24,2
rosemary,24.56,61,7.8,6.42,29,1.39,81.73,2
rosemary,31.51,46,7.6,6.8,38,1.49,67.1,1
rosemary,25.89,39,7.4,6.35,36,1.42,78.58,2
rosemary,24.54,55,6.7,6.75,37,1.47,84.89,2
rosemary,24.05,39,7.5,6.52,37,1.53,80.41,2
rosemary,22.86,44,7.5,6.35,57,1.78,74.33,2
rosemary,24.66,55,6.9,6.97,40,1.91,79.91,2
rosemary,25.22,47,6.5,6.39,63,1.68,80.41,2
rosemary,31.73,54,5.0,6.49,74,1.25,58.62,1
rosemary,25.24,45,5.4,6.76,11,1.51,76.2,2
rosemary,25.79,55,7.5,6.79,35,1.17,80.72,2
rosemary,28.59,45,6.9,6.34,29,0.95,77.48,2
rosemary,25.23,66,6.3,5.96,49,1.51,68.34,1
rosemary,33.84,49,6.8,6.71,58,1.29,65.18,1
rosemary,34.06,50,7.4,6.39,48,1.79,66.87,1
rosemary,32.31,46,6.7,6.85,54,1.47,64.37,1
rosemary,24.76,54,6.0,6.47,59,1.25,80.84,2
rosemary,24.27,52,9.0,6.5,39,0.92,74.77,2
rosemary,24.57,56,8.5,6.46,70,1.57,74.64,2
rosemary,40.4,45,6.9,6.69,54,0.95,60.49,1
rosemary,25.45,41,6.5,6.55,40,1.5,81.74,2
rosemary,19.99,55,6.8,6.86,40,1.57,73.72,2
rosemary,24.18,51,7.1,6.28,40,0.95,83.85,2
rosemary,24.36,58,7.4,6.31,64,0.86,76.28,2
rosemary,25.43,63,5.9,6.47,29,1.27,78.7,2
rosemary,22.44,53,7.5,6.49,57,1.02,80.09,2
rosemary,46.65,46,7.7,6.21,32,1.0,57.98,1
rosemary,29.71,58,7.2,6.59,45,1.66,76.75,2
rosemary,27.33,51,7.0,6.69,54,1.51,82.88,2
rosemary,24.86,42,8.0,6.87,50,2.06,68.58,1
rosemary,24.02,55,6.2,6.5,37,1.49,85.2,2
rosemary,27.96,46,6.6,6.48,54,2.22,75.47,2
rosemary,26.65,55,6.6,6.49,50,1.46,84.66,2
rosemary,23.61,49,6.1,6.43,57,1.75,77.58,2
rosemary,22.88,46,6.3,6.49,47,0.72,75.8,2
rosemary,24.69,53,6.0,6.41,67,2.09,77.26,2
rosemary,28.95,48,6.7,6.62,19,1.5,82.04,2
rosemary,34.73,58,7.3,6.89,29,1.84,61.35,1
rosemary,13.05,55,6.2,6.69,44,1.39,61.86,1
rosemary,24.38,52,6.4,6.28,30,1.57,84.92,2
rosemary,43.34,39,8.0,6.69,29,2.2,52.96,1
rosemary,24.57,52,7.3,5.97,59,1.19,76.01,2
rosemary,18.19,51,7.1,6.51,32,1.45,79.71,2
rosemary,26.91,53,9.8,6.53,34,1.53,75.27,2
rosemary,27.72,61,7.1,6.57,32,1.7,81.74,2
rosemary,24.93,55,6.9,6.81,21,1.44,88.11,2
rosemary,34.89,41,7.2,6.9,79,1.79,51.08,1
rosemary,9.34,58,6.8,6.16,63,1.48,59.3,1
rosemary,26.08,52,6.6,6.78,45,1.54,82.31,2
rosemary,23.77,58,6.7,6.44,39,1.44,84.92,2
rosemary,23.88,56,6.7,6.32,45,1.28,82.28,2
rosemary,24.41,59,8.3,6.48,55,1.46,76.71,2
rosemary,23.98,49,7.0,6.61,59,2.28,81.33,2
rosemary,24.69,63,5.4,6.82,47,2.01,65.42,1
rosemary,7.48,60,7.3,6.36,41,1.27,63.44,1
rosemary,26.57,47,6.5,6.65,19,1.83,82.45,2
rosemary,28.49,55,6.6,6.35,24,1.84,80.39,2
rosemary,24.23,45,6.4,6.32,43,1.83,78.07,2
rosemary,21.31,47,8.0,6.68,5,1.35,76.76,2
rosemary,43.0,51,7.9,6.2,68,1.83,54.99,1
rosemary,26.84,58,8.5,6.74,63,0.75,64.22,1
rosemary,26.19,61,7.3,6.48,42,1.68,82.97,2
rosemary,36.33,47,6.5,6.47,66,1.78,61.52,1
rosemary,26.72,54,7.4,6.61,60,1.61,81.34,2
rosemary,27.11,53,8.3,6.31,74,1.5,71.36,2
rosemary,25.92,49,6.3,6.62,80,1.3,75.98,2
rosemary,19.1,54,7.1,6.44,41,1.5,79.49,2
rosemary,25.62,58,7.2,6.22,72,1.86,76.27,2
rosemary,22.71,55,8.9,6.88,38,1.72,65.54,1
rosemary,19.14,48,5.4,6.75,44,1.99,59.84,1
rosemary,26.21,57,8.1,5.96,27,1.76,70.67,2
rosemary,25.04,43,5.9,6.33,13,1.46,80.51,2
rosemary,22.76,49,7.5,6.86,33,1.1,75.76,2
rosemary,16.68,37,7.4,6.98,67,0.8,48.39,1
rosemary,24.91,47,6.4,6.33,33,0.73,80.06,2
rosemary,48.11,47,7.3,7.18,63,1.27,50.7,1
rosemary,26.83,56,7.8,6.57,45,1.34,79.61,2
rosemary,22.44,57,7.6,6.23,50,1.57,74.79,2
rosemary,24.92,49,5.0,5.99,58,1.92,62.15,1
rosemary,24.23,65,7.5,6.33,64,1.71,73.62,2
rosemary,26.44,46,6.6,6.63,45,1.53,81.04,2
rosemary,16.72,60,8.1,6.52,27,1.78,65.03,1
rosemary,32.56,55,6.8,6.38,39,1.35,73.16,2
rosemary,25.31,58,7.5,6.3,47,1.69,80.67,2
rosemary,47.44,50,6.2,6.48,64,1.12,61.06,1
rosemary,23.53,54,7.4,6.65,46,1.77,82.24,2
rosemary,25.71,46,9.4,6.45,24,0.97,72.6,2
rosemary,40.76,52,6.6,6.25,49,1.21,63.25,1
rosemary,20.84,46,7.0,6.56,46,1.25,78.76,2
rosemary,26.76,49,7.5,6.46,13,1.22,86.57,2
rosemary,11.83,57,7.4,7.27,47,1.66,51.39,1
rosemary,24.87,57,6.7,6.54,31,2.23,85.91,2
rosemary,24.9,53,8.7,6.85,40,1.2,72.54,2
rosemary,33.37,53,7.5,6.22,43,1.59,67.02,1
rosemary,25.48,46,7.0,6.63,56,1.16,82.84,2
rosemary,16.5,54,6.5,6.66,46,2.55,63.33,1
